BOROUGH,BUILDING_CLASS,RESIDENTIAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,TAX_CLASS,SALE_PRICE,AGE,STORIES
BROOKLYN,OVER-THREE FAMILY HOME,3,1875,2632,Class 1,750000,116.415875,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1875,3093,Class 1,1155000,107.654231,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1560,2925,Class 1,830000,115.821354,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2700,Class 1,999000,112.177519,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2058,3240,Class 1,999999,102.043265,2
BROOKLYN,OVER-THREE FAMILY HOME,6,2858,5572,Class 2,999000,85.977511,2
BROOKLYN,OVER-THREE FAMILY HOME,6,2500,4125,Class 2,1200000,85.763813,2
BROOKLYN,OVER-THREE FAMILY HOME,6,2500,4200,Class 2,1237296,86.084361,2
BROOKLYN,OVER-THREE FAMILY HOME,6,2500,4275,Class 2,1160000,86.676142,2
BROOKLYN,OVER-THREE FAMILY HOME,6,2500,5250,Class 2,1261893,86.084361,2
BROOKLYN,OVER-THREE FAMILY HOME,6,2500,4275,Class 2,1450000,86.435046,2
BROOKLYN,OVER-THREE FAMILY HOME,6,2500,4500,Class 2,1300000,85.796689,2
BROOKLYN,OVER-THREE FAMILY HOME,6,2500,4500,Class 2,1000000,86.374772,2
BROOKLYN,OVER-THREE FAMILY HOME,6,2500,4500,Class 2,1400000,86.122717,2
BROOKLYN,OVER-THREE FAMILY HOME,6,2500,4500,Class 2,1200000,86.437785,2
BROOKLYN,OVER-THREE FAMILY HOME,6,2500,4350,Class 2,1153218,86.084361,2
BROOKLYN,OVER-THREE FAMILY HOME,6,2500,4500,Class 2,1180000,86.610388,2
BROOKLYN,OVER-THREE FAMILY HOME,6,2500,4500,Class 2,1223041,86.084361,2
BROOKLYN,OVER-THREE FAMILY HOME,4,2800,3200,Class 2,1325000,86.281621,1
BROOKLYN,OVER-THREE FAMILY HOME,2,1800,3240,Class 2,1300000,111.933683,2
BROOKLYN,OVER-THREE FAMILY HOME,6,2500,4725,Class 2,1300000,107.333683,2
BROOKLYN,TWO-FAMILY HOME,2,2614,2530,Class 1,575000,97.607648,1
BROOKLYN,TWO-FAMILY HOME,2,2614,2530,Class 1,348139,96.977511,1
BROOKLYN,TWO-FAMILY HOME,2,1841,2363,Class 1,420000,77.369292,1
BROOKLYN,TWO-FAMILY HOME,2,2256,2154,Class 1,635000,72.174772,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1572,Class 1,530000,72.128196,1
BROOKLYN,TWO-FAMILY HOME,2,2517,2280,Class 1,635000,97.043265,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1701,Class 1,694500,76.966553,1
BROOKLYN,TWO-FAMILY HOME,2,2667,2079,Class 1,550000,81.796689,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1766,Class 1,710000,82.374772,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1766,Class 1,210000,81.837785,1
BROOKLYN,TWO-FAMILY HOME,2,2700,2183,Class 1,640000,82.443265,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1828,Class 1,472500,81.925457,1
BROOKLYN,TWO-FAMILY HOME,2,2633,1771,Class 1,565000,77.237785,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2280,Class 1,313500,62.358333,1
BROOKLYN,TWO-FAMILY HOME,2,2902,1809,Class 1,540000,71.79121,1
BROOKLYN,TWO-FAMILY HOME,2,2700,2248,Class 1,640000,72.656963,1
BROOKLYN,TWO-FAMILY HOME,2,1512,960,Class 1,376300,97.177511,1
BROOKLYN,TWO-FAMILY HOME,2,2200,3100,Class 1,650000,56.736416,1
BROOKLYN,TWO-FAMILY HOME,2,2342,2256,Class 1,700000,57.415868,1
BROOKLYN,TWO-FAMILY HOME,2,2260,2206,Class 1,420000,51.980251,1
BROOKLYN,TWO-FAMILY HOME,2,2650,2590,Class 1,550000,20.577511,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1800,Class 1,515000,57.029566,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1136,Class 1,469000,91.955594,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1720,Class 1,386147,57.484361,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1800,Class 1,550000,51.922717,1
BROOKLYN,TWO-FAMILY HOME,2,1950,1596,Class 1,678000,67.380251,1
BROOKLYN,TWO-FAMILY HOME,2,1950,1596,Class 1,690000,67.402169,1
BROOKLYN,TWO-FAMILY HOME,2,1950,2090,Class 1,699000,57.013128,1
BROOKLYN,TWO-FAMILY HOME,2,2158,2859,Class 1,580000,51.717237,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2420,Class 1,350000,57.29258,1
BROOKLYN,TWO-FAMILY HOME,2,2100,2016,Class 1,510000,51.911758,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2760,Class 1,550000,57.407648,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1800,Class 1,500000,56.952854,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1800,Class 1,525000,62.035046,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2760,Class 1,505986,41.69532,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2760,Class 1,580000,42.344635,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1728,Class 1,450000,87.380251,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1728,Class 1,175000,87.128196,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1720,Class 1,700000,57.226826,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1720,Class 1,530000,56.774772,1
BROOKLYN,TWO-FAMILY HOME,2,2150,2058,Class 1,592000,57.29532,1
BROOKLYN,TWO-FAMILY HOME,2,2133,2016,Class 1,550000,57.599429,1
BROOKLYN,TWO-FAMILY HOME,2,2067,2740,Class 1,745000,57.656963,1
BROOKLYN,TWO-FAMILY HOME,2,4000,2160,Class 1,109343,87.29258,1
BROOKLYN,TWO-FAMILY HOME,2,2408,3192,Class 1,273061,92.544635,1
BROOKLYN,TWO-FAMILY HOME,2,4258,2304,Class 1,690000,52.251484,1
BROOKLYN,TWO-FAMILY HOME,2,1800,2304,Class 1,600000,56.777511,1
BROOKLYN,TWO-FAMILY HOME,2,2200,2024,Class 1,470000,57.141895,1
BROOKLYN,TWO-FAMILY HOME,2,2800,3300,Class 1,625000,57.013128,1
BROOKLYN,TWO-FAMILY HOME,2,1983,1152,Class 1,335000,82.081621,1
BROOKLYN,TWO-FAMILY HOME,2,3233,2496,Class 1,680000,77.317237,1
BROOKLYN,TWO-FAMILY HOME,2,2183,1720,Class 1,630000,87.182991,1
BROOKLYN,TWO-FAMILY HOME,2,1983,2165,Class 1,670000,52.158333,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2450,Class 1,744000,52.229566,1
BROOKLYN,TWO-FAMILY HOME,2,2730,2760,Class 1,745000,52.39395,1
BROOKLYN,TWO-FAMILY HOME,2,2017,2760,Class 1,685000,52.19121,1
BROOKLYN,TWO-FAMILY HOME,2,2050,1812,Class 1,670000,91.807648,1
BROOKLYN,TWO-FAMILY HOME,2,1806,2556,Class 1,645000,57.530936,1
BROOKLYN,TWO-FAMILY HOME,2,2142,1844,Class 1,660000,61.873402,1
BROOKLYN,TWO-FAMILY HOME,2,2142,1844,Class 1,646059,61.862443,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1880,Class 1,690000,57.662443,1
BROOKLYN,TWO-FAMILY HOME,2,2150,1884,Class 1,700000,57.432306,1
BROOKLYN,TWO-FAMILY HOME,2,2150,1884,Class 1,520325,57.08984,1
BROOKLYN,TWO-FAMILY HOME,2,2150,1976,Class 1,380000,62.550114,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1976,Class 1,550000,61.919977,1
BROOKLYN,TWO-FAMILY HOME,2,2200,2980,Class 1,665000,52.336416,1
BROOKLYN,TWO-FAMILY HOME,2,2200,2156,Class 1,515000,61.728196,1
BROOKLYN,TWO-FAMILY HOME,2,2150,1956,Class 1,570000,62.237785,1
BROOKLYN,TWO-FAMILY HOME,2,2150,1956,Class 1,675000,62.0871,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1360,Class 1,455000,96.810388,1
BROOKLYN,TWO-FAMILY HOME,2,2240,2560,Class 1,599000,56.955594,1
BROOKLYN,TWO-FAMILY HOME,2,2400,3450,Class 1,530000,57.262443,1
BROOKLYN,TWO-FAMILY HOME,2,2400,3450,Class 1,628500,56.821347,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1610,Class 1,220000,62.369292,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1610,Class 1,690000,62.536416,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1610,Class 1,300000,61.974772,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1610,Class 1,520000,62.073402,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1540,Class 1,440888,62.2871,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1540,Class 1,355000,62.418607,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1540,Class 1,375000,57.59121,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1594,Class 1,200000,61.826826,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1540,Class 1,412979,62.246005,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1540,Class 1,340000,62.555594,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1400,Class 1,540000,62.440525,1
BROOKLYN,TWO-FAMILY HOME,2,3267,2616,Class 1,680000,56.785731,1
BROOKLYN,TWO-FAMILY HOME,2,2400,2412,Class 1,620000,57.448744,1
BROOKLYN,TWO-FAMILY HOME,2,3700,3040,Class 1,800000,57.624087,1
BROOKLYN,TWO-FAMILY HOME,2,3700,3040,Class 1,651680,57.221347,1
BROOKLYN,TWO-FAMILY HOME,2,1800,1944,Class 1,625000,57.361073,1
BROOKLYN,TWO-FAMILY HOME,2,2633,2760,Class 1,720000,56.919977,1
BROOKLYN,TWO-FAMILY HOME,2,1800,1944,Class 1,650000,57.29532,1
BROOKLYN,TWO-FAMILY HOME,2,1710,2268,Class 1,632000,56.928196,1
BROOKLYN,TWO-FAMILY HOME,2,2392,3063,Class 1,665000,57.224087,1
BROOKLYN,TWO-FAMILY HOME,2,2633,2142,Class 1,550000,56.804909,1
BROOKLYN,TWO-FAMILY HOME,2,1800,2142,Class 1,500000,57.185731,1
BROOKLYN,TWO-FAMILY HOME,2,2392,2583,Class 1,534581,56.782991,1
BROOKLYN,TWO-FAMILY HOME,2,3900,2460,Class 1,719000,62.262443,1
BROOKLYN,TWO-FAMILY HOME,2,2317,2327,Class 1,610000,82.08984,1
BROOKLYN,TWO-FAMILY HOME,2,2893,2816,Class 1,640000,57.377511,1
BROOKLYN,TWO-FAMILY HOME,2,3250,3019,Class 1,660000,57.073402,1
BROOKLYN,TWO-FAMILY HOME,2,2860,3019,Class 1,620000,56.88984,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2208,Class 1,497000,92.007648,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2208,Class 1,600000,92.698059,1
BROOKLYN,TWO-FAMILY HOME,2,2647,1920,Class 1,505000,87.051484,1
BROOKLYN,TWO-FAMILY HOME,2,2100,1677,Class 1,350000,56.89532,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1800,Class 1,425000,87.141895,1
BROOKLYN,TWO-FAMILY HOME,2,2068,1764,Class 1,600000,16.235046,1
BROOKLYN,TWO-FAMILY HOME,2,2844,1628,Class 1,560000,76.972032,1
BROOKLYN,TWO-FAMILY HOME,2,2046,2080,Class 1,669500,18.141895,1
BROOKLYN,TWO-FAMILY HOME,2,2046,2080,Class 1,325000,17.772032,1
BROOKLYN,TWO-FAMILY HOME,2,3664,2048,Class 1,425000,97.478881,1
BROOKLYN,TWO-FAMILY HOME,2,3660,2048,Class 1,390390,97.503539,1
BROOKLYN,TWO-FAMILY HOME,2,3660,2048,Class 1,405000,96.843265,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1530,Class 1,610650,97.29258,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1560,Class 1,695000,13.322717,1
BROOKLYN,TWO-FAMILY HOME,2,2008,1216,Class 1,475000,82.604909,1
BROOKLYN,TWO-FAMILY HOME,2,2665,1056,Class 1,573000,87.6871,1
BROOKLYN,TWO-FAMILY HOME,2,2665,1056,Class 1,350000,86.99395,1
BROOKLYN,TWO-FAMILY HOME,2,3000,1840,Class 1,670000,91.826826,1
BROOKLYN,TWO-FAMILY HOME,2,2598,2100,Class 1,350000,92.667922,1
BROOKLYN,TWO-FAMILY HOME,2,3780,2320,Class 1,220000,92.218607,1
BROOKLYN,TWO-FAMILY HOME,2,1980,1584,Class 1,549000,11.955594,1
BROOKLYN,TWO-FAMILY HOME,2,2700,1264,Class 1,345598,92.243265,1
BROOKLYN,TWO-FAMILY HOME,2,2700,1264,Class 1,230000,91.972032,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1086,Class 1,615000,92.133676,1
BROOKLYN,TWO-FAMILY HOME,2,2525,1760,Class 1,505000,87.618607,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2100,Class 1,500000,62.415868,1
BROOKLYN,TWO-FAMILY HOME,2,2500,3240,Class 1,735000,87.29532,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1796,Class 1,494400,97.380251,1
BROOKLYN,TWO-FAMILY HOME,2,2058,2140,Class 1,620000,17.824087,1
BROOKLYN,TWO-FAMILY HOME,2,2858,3212,Class 1,675000,17.69532,1
BROOKLYN,TWO-FAMILY HOME,2,2500,2592,Class 1,705845,87.522717,1
BROOKLYN,TWO-FAMILY HOME,2,1600,1760,Class 1,594000,12.19121,1
BROOKLYN,TWO-FAMILY HOME,2,2371,2094,Class 1,336000,67.382991,1
BROOKLYN,TWO-FAMILY HOME,2,2088,984,Class 1,333606,97.224087,1
BROOKLYN,TWO-FAMILY HOME,2,5625,1968,Class 1,400000,107.489847,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1932,Class 1,522750,92.621347,1
BROOKLYN,TWO-FAMILY HOME,2,1625,1279,Class 1,540000,92.399429,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1540,Class 1,460000,62.555594,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1540,Class 1,210000,62.226826,1
BROOKLYN,TWO-FAMILY HOME,2,2724,2160,Class 1,155695,66.919977,1
BROOKLYN,TWO-FAMILY HOME,2,2042,1440,Class 1,360000,97.021347,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1620,Class 1,722500,102.506279,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2320,Class 1,350000,96.925457,1
BROOKLYN,TWO-FAMILY HOME,2,3042,2200,Class 1,530000,52.613128,1
BROOKLYN,TWO-FAMILY HOME,2,2016,1760,Class 1,660000,82.577511,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1476,Class 1,605000,97.377511,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1204,Class 1,675000,92.432306,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1204,Class 1,112500,91.824087,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1760,Class 1,562000,62.339155,1
BROOKLYN,TWO-FAMILY HOME,2,1953,1560,Class 1,535000,62.382991,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2244,Class 1,635000,61.785731,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1600,Class 1,490000,86.99121,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1600,Class 1,360000,87.322717,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2280,Class 1,695000,57.380251,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2320,Class 1,640000,57.300799,1
BROOKLYN,TWO-FAMILY HOME,2,1992,2508,Class 1,630000,56.870662,1
BROOKLYN,TWO-FAMILY HOME,2,3453,2024,Class 1,596000,62.344635,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1872,Class 1,550000,87.49258,1
BROOKLYN,TWO-FAMILY HOME,2,6000,2324,Class 1,722500,92.015868,1
BROOKLYN,TWO-FAMILY HOME,2,5000,1440,Class 1,650000,118.087108,1
BROOKLYN,TWO-FAMILY HOME,2,3000,1800,Class 1,435000,62.246005,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1560,Class 1,580000,62.352854,1
BROOKLYN,TWO-FAMILY HOME,2,1900,1540,Class 1,614000,67.610388,1
BROOKLYN,TWO-FAMILY HOME,2,3533,2235,Class 1,540000,57.032306,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1872,Class 1,472000,61.961073,1
BROOKLYN,TWO-FAMILY HOME,2,2833,1872,Class 1,355000,62.418607,1
BROOKLYN,TWO-FAMILY HOME,2,3400,1760,Class 1,710000,62.514498,1
BROOKLYN,TWO-FAMILY HOME,2,3400,1760,Class 1,308000,62.035046,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2519,Class 1,650000,56.843265,1
BROOKLYN,TWO-FAMILY HOME,2,2533,2519,Class 1,460000,57.29258,1
BROOKLYN,TWO-FAMILY HOME,2,4000,2112,Class 1,142000,56.821347,1
BROOKLYN,TWO-FAMILY HOME,2,3080,1063,Class 1,315000,102.237785,1
BROOKLYN,TWO-FAMILY HOME,2,2072,1320,Class 1,251000,97.021347,1
BROOKLYN,TWO-FAMILY HOME,2,2373,1368,Class 1,330000,96.813128,1
BROOKLYN,TWO-FAMILY HOME,2,2382,2180,Class 1,501350,96.955594,1
BROOKLYN,TWO-FAMILY HOME,2,1609,1529,Class 1,432500,97.541895,1
BROOKLYN,TWO-FAMILY HOME,2,1967,1548,Class 1,530000,97.021347,1
BROOKLYN,TWO-FAMILY HOME,2,2351,1280,Class 1,360000,97.459703,1
BROOKLYN,TWO-FAMILY HOME,2,1940,1760,Class 1,549000,62.007648,1
BROOKLYN,TWO-FAMILY HOME,2,2008,1642,Class 1,430000,62.361073,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1540,Class 1,460000,62.125457,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1612,Class 1,550000,62.032306,1
BROOKLYN,TWO-FAMILY HOME,2,2167,1856,Class 1,465000,62.076142,1
BROOKLYN,TWO-FAMILY HOME,2,1927,1540,Class 1,410000,62.300799,1
BROOKLYN,TWO-FAMILY HOME,2,1927,1540,Class 1,165000,61.804909,1
BROOKLYN,TWO-FAMILY HOME,2,1927,1612,Class 1,615825,62.478881,1
BROOKLYN,TWO-FAMILY HOME,2,2890,1612,Class 1,984829,62.476142,1
BROOKLYN,TWO-FAMILY HOME,2,1927,1577,Class 1,560000,56.985731,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1577,Class 1,624000,56.785731,1
BROOKLYN,TWO-FAMILY HOME,2,1927,1585,Class 1,798270,57.084361,1
BROOKLYN,TWO-FAMILY HOME,2,2310,2200,Class 1,550000,56.799429,1
BROOKLYN,TWO-FAMILY HOME,2,3033,2200,Class 1,566000,57.317237,1
BROOKLYN,TWO-FAMILY HOME,2,1950,1472,Class 1,650000,96.909018,1
BROOKLYN,TWO-FAMILY HOME,2,2250,1472,Class 1,507909,97.539155,1
BROOKLYN,TWO-FAMILY HOME,2,3158,2968,Class 1,725000,57.09258,1
BROOKLYN,TWO-FAMILY HOME,2,2750,720,Class 1,275000,97.229566,1
BROOKLYN,TWO-FAMILY HOME,2,1986,1512,Class 1,533000,92.106279,1
BROOKLYN,TWO-FAMILY HOME,2,2158,1512,Class 1,575000,92.550114,1
BROOKLYN,TWO-FAMILY HOME,2,3000,1540,Class 1,819516,62.380251,1
BROOKLYN,TWO-FAMILY HOME,2,4250,2448,Class 1,690000,47.352854,1
BROOKLYN,TWO-FAMILY HOME,2,3100,2112,Class 1,585000,36.996689,1
BROOKLYN,TWO-FAMILY HOME,2,3073,2288,Class 1,690000,9.517237,1
BROOKLYN,TWO-FAMILY HOME,2,2382,1824,Class 1,400000,57.147374,1
BROOKLYN,TWO-FAMILY HOME,2,2382,1824,Class 1,530000,56.859703,1
BROOKLYN,TWO-FAMILY HOME,2,2253,2016,Class 1,275000,77.076142,1
BROOKLYN,TWO-FAMILY HOME,2,2625,1875,Class 1,400000,57.59121,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1760,Class 1,598000,61.750114,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1835,Class 1,430000,61.917237,1
BROOKLYN,TWO-FAMILY HOME,2,2833,1800,Class 1,670000,57.585731,1
BROOKLYN,TWO-FAMILY HOME,2,1488,1968,Class 1,635000,9.752854,1
BROOKLYN,TWO-FAMILY HOME,2,5000,2392,Class 1,650000,57.144635,1
BROOKLYN,TWO-FAMILY HOME,2,5000,2392,Class 1,665000,57.199429,1
BROOKLYN,TWO-FAMILY HOME,2,4000,1190,Class 1,539000,57.150114,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1200,Class 1,445000,92.032306,1
BROOKLYN,TWO-FAMILY HOME,2,2300,2823,Class 1,670000,57.298059,1
BROOKLYN,TWO-FAMILY HOME,2,1600,2376,Class 1,600000,12.604909,1
BROOKLYN,TWO-FAMILY HOME,2,2833,1560,Class 1,400000,56.851484,1
BROOKLYN,TWO-FAMILY HOME,2,2975,1560,Class 1,499408,57.569292,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2760,Class 1,600000,57.070662,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1248,Class 1,410000,57.418607,1
BROOKLYN,TWO-FAMILY HOME,2,4200,2064,Class 1,715000,62.363813,1
BROOKLYN,TWO-FAMILY HOME,2,2500,3128,Class 1,390000,15.961073,1
BROOKLYN,TWO-FAMILY HOME,2,5000,1716,Class 1,670000,56.741895,1
BROOKLYN,TWO-FAMILY HOME,2,2500,2850,Class 1,575000,57.246005,1
BROOKLYN,TWO-FAMILY HOME,2,1710,2497,Class 1,660000,42.665183,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2400,3480,Class 1,325000,97.654224,1
BROOKLYN,OVER-THREE FAMILY HOME,3,3000,2560,Class 1,660000,97.503539,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2283,3166,Class 1,575000,57.18847,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2200,2900,Class 1,621132,52.544635,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2200,3168,Class 1,525000,57.48984,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2375,3360,Class 1,275000,92.224087,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2367,3360,Class 1,580000,92.226826,1
BROOKLYN,OVER-THREE FAMILY HOME,3,3100,3300,Class 1,487500,46.826826,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2100,2772,Class 1,700000,47.498059,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2410,Class 1,760000,52.670662,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2410,Class 1,350000,52.278881,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,3450,Class 1,600000,52.366553,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2167,2870,Class 1,680000,52.161073,1
BROOKLYN,OVER-THREE FAMILY HOME,3,3158,3076,Class 1,749000,52.402169,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2950,3265,Class 1,750000,52.424087,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2400,3450,Class 1,640000,56.799429,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2542,3517,Class 1,650000,51.947374,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2133,2945,Class 1,660000,57.08984,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2133,2945,Class 1,350000,56.955594,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1808,2604,Class 1,700000,82.698059,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2280,2320,Class 1,591600,91.785731,1
BROOKLYN,OVER-THREE FAMILY HOME,3,3049,2140,Class 1,500000,97.6871,1
BROOKLYN,OVER-THREE FAMILY HOME,3,3011,3339,Class 1,800000,11.626826,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2400,2645,Class 1,550000,10.818607,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2600,2645,Class 1,550000,10.818607,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2300,2128,Class 1,699000,97.040525,1
BROOKLYN,OVER-THREE FAMILY HOME,4,2650,3520,Class 2,860000,87.374772,1
BROOKLYN,OVER-THREE FAMILY HOME,4,2650,3520,Class 2,550000,86.747374,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1240,2464,Class 1,1188000,118.435053,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1500,2100,Class 1,795000,118.029573,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1464,Class 1,1195000,116.298066,1
BROOKLYN,TWO-FAMILY HOME,2,1600,1680,Class 1,1075000,116.640532,1
BROOKLYN,TWO-FAMILY HOME,2,1667,1680,Class 1,1025000,116.067929,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1600,3040,Class 1,1100000,118.246012,2
BROOKLYN,TWO-FAMILY HOME,2,2375,1768,Class 1,345267,97.599429,1
BROOKLYN,TWO-FAMILY HOME,2,2375,1768,Class 1,782700,97.251484,1
BROOKLYN,TWO-FAMILY HOME,2,1500,1950,Class 1,385000,87.544635,1
BROOKLYN,TWO-FAMILY HOME,2,1000,1400,Class 1,200000,116.314505,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2375,2160,Class 1,745000,87.714498,1
BROOKLYN,OVER-THREE FAMILY HOME,6,2000,3876,Class 2,950000,87.607648,2
BROOKLYN,OVER-THREE FAMILY HOME,5,2909,3160,Class 2,625000,87.58847,1
BROOKLYN,TWO-FAMILY HOME,2,1925,1836,Class 1,172500,97.673402,1
BROOKLYN,TWO-FAMILY HOME,2,1560,2400,Class 1,1150000,112.136423,2
BROOKLYN,TWO-FAMILY HOME,2,1667,2630,Class 1,800000,116.473409,2
BROOKLYN,TWO-FAMILY HOME,2,2143,3576,Class 1,1100000,116.25971,2
BROOKLYN,TWO-FAMILY HOME,2,2143,3380,Class 1,205000,116.147382,2
BROOKLYN,TWO-FAMILY HOME,2,2142,2960,Class 1,587000,116.66245,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2500,Class 1,550000,102.251484,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2500,Class 1,690000,102.613128,1
BROOKLYN,TWO-FAMILY HOME,2,1327,2016,Class 1,950000,116.492587,2
BROOKLYN,TWO-FAMILY HOME,2,3000,3414,Class 1,903700,116.706286,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2976,Class 1,1100000,117.898066,1
BROOKLYN,TWO-FAMILY HOME,2,1800,2538,Class 1,1100000,114.66519,1
BROOKLYN,TWO-FAMILY HOME,2,1900,3320,Class 1,850000,102.563813,2
BROOKLYN,TWO-FAMILY HOME,2,2512,2990,Class 1,525000,116.572039,1
BROOKLYN,TWO-FAMILY HOME,2,2371,2348,Class 1,850000,102.424087,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2880,Class 1,755000,116.051491,1
BROOKLYN,TWO-FAMILY HOME,2,2200,2096,Class 1,999900,116.317245,1
BROOKLYN,TWO-FAMILY HOME,2,1850,2904,Class 1,1150000,118.413135,2
BROOKLYN,TWO-FAMILY HOME,2,1600,2040,Class 1,700000,116.714505,1
BROOKLYN,TWO-FAMILY HOME,2,1550,2748,Class 1,1100000,107.213135,2
BROOKLYN,TWO-FAMILY HOME,2,2320,2088,Class 1,845000,117.991217,1
BROOKLYN,TWO-FAMILY HOME,2,2832,2656,Class 1,1050000,115.76108,1
BROOKLYN,TWO-FAMILY HOME,2,2500,2480,Class 1,356000,92.476142,1
